,WikiPageName,Party,State,congress_number
1174,Ann_McLane_Kuster,Democratic,New Hampshire,115
1175,Doug_LaMalfa,Republican,California,115
1176,Alan_Lowenthal,Democratic,California,115
1177,Michelle_Lujan_Grisham,Democratic,New Mexico,115
1178,Sean_Patrick_Maloney,Democratic,New York,115
1179,Mark_Meadows_(North_Carolina_politician),Republican,North Carolina,115
1180,Grace_Meng,Democratic,New York,115
1181,Luke_Messer,Republican,Indiana,115
1182,Markwayne_Mullin,Republican,Oklahoma,115
1183,Beto_O'Rourke,Democratic,Texas,115
1184,Scott_Perry_(politician),Republican,Pennsylvania,115
1185,Scott_Peters_(politician),Democratic,California,115
1186,Robert_Pittenger,Republican,North Carolina,115
1187,Mark_Pocan,Democratic,Wisconsin,115
1188,Tom_Rice,Republican,South Carolina,115
1189,Keith_Rothfus,Republican,Pennsylvania,115
1190,Raul_Ruiz_(politician),Democratic,California,115
1191,Kyrsten_Sinema,Democratic,Arizona,115
1192,Chris_Stewart_(politician),Republican,Utah,115
1193,Eric_Swalwell,Democratic,California,115
1194,Mark_Takano,Democratic,California,115
1195,David_Valadao,Republican,California,115
1196,Juan_Vargas,Democratic,California,115
1197,Marc_Veasey,Democratic,Texas,115
1198,Filemon_Vela_Jr.,Democratic,Texas,115
1199,Ann_Wagner,Republican,Missouri,115
1200,Jackie_Walorski,Republican,Indiana,115
1201,Randy_Weber,Republican,Texas,115
1202,Brad_Wenstrup,Republican,Ohio,115
1203,Roger_Williams_(American_politician),Republican,Texas,115
1204,Ted_Yoho,Republican,Florida,115
1205,Robin_Kelly,Democratic,Illinois,115
1206,Jason_Smith_(politician),Republican,Missouri,115
1207,Katherine_Clark,Democratic,Massachusetts,115
1208,Bradley_Byrne,Republican,Alabama,115
1209,Alma_Adams,Democratic,North Carolina,115
1210,Dave_Brat,Republican,Virginia,115
1211,Donald_Norcross,Democratic,New Jersey,115
1212,Ralph_Abraham_(politician),Republican,Louisiana,115
1213,Pete_Aguilar,Democratic,California,115
1214,Rick_W._Allen,Republican,Georgia,115
1215,Brian_Babin,Republican,Texas,115
1216,Don_Beyer,Democratic,Virginia,115
1217,Mike_Bishop_(politician),Republican,Michigan,115
1218,Rod_Blum,Republican,Iowa,115
1219,Mike_Bost,Republican,Illinois,115
1220,Brendan_Boyle,Democratic,Pennsylvania,115
1221,Ken_Buck,Republican,Colorado,115
1222,Buddy_Carter,Republican,Georgia,115
1223,Barbara_Comstock,Republican,Virginia,115
1224,Ryan_Costello,Republican,Pennsylvania,115
1225,Carlos_Curbelo,Republican,Florida,115
1226,Mark_DeSaulnier,Democratic,California,115
1227,Debbie_Dingell,Democratic,Michigan,115
1228,Tom_Emmer,Republican,Minnesota,115
1229,Ruben_Gallego,Democratic,Arizona,115
1230,Garret_Graves,Republican,Louisiana,115
1231,Glenn_Grothman,Republican,Wisconsin,115
1232,Jody_Hice,Republican,Georgia,115
1233,French_Hill_(politician),Republican,Arkansas,115
1234,Will_Hurd,Republican,Texas,115
1235,Evan_Jenkins_(politician),Republican,West Virginia,115
1236,John_Katko,Republican,New York,115
1237,Steve_Knight_(politician),Republican,California,115
1238,Brenda_Lawrence,Democratic,Michigan,115
1239,Ted_Lieu,Democratic,California,115
1240,Barry_Loudermilk,Republican,Georgia,115
1241,Mia_Love,Republican,Utah,115
1242,Tom_MacArthur,Republican,New Jersey,115
1243,Martha_McSally,Republican,Arizona,115
1244,John_Moolenaar,Republican,Michigan,115
1245,Alex_Mooney,Republican,West Virginia,115
1246,Seth_Moulton,Democratic,Massachusetts,115
1247,Dan_Newhouse,Republican,Washington,115
1248,Gary_Palmer_(politician),Republican,Alabama,115
1249,Bruce_Poliquin,Republican,Maine,115
1250,John_Ratcliffe_(American_politician),Republican,Texas,115
1251,Kathleen_Rice,Democratic,New York,115
1252,David_Rouzer,Republican,North Carolina,115
1253,Steve_Russell_(politician),Republican,Oklahoma,115
1254,Elise_Stefanik,Republican,New York,115
1255,Norma_Torres,Democratic,California,115
1256,Dave_Trott_(politician),Republican,Michigan,115
1257,Mark_Walker_(North_Carolina_politician),Republican,North Carolina,115
1258,Mimi_Walters,Republican,California,115
1259,Bonnie_Watson_Coleman,Democratic,New Jersey,115
1260,Bruce_Westerman,Republican,Arkansas,115
1261,David_Young_(Iowa_politician),Republican,Iowa,115
1262,Lee_Zeldin,Republican,New York,115
1263,Ryan_Zinke,Republican,Montana,115
1264,Dan_Donovan_(politician),Republican,New York,115
1265,Trent_Kelly,Republican,Mississippi,115
1266,Darin_LaHood,Republican,Illinois,115
1267,Warren_Davidson,Republican,Ohio,115
1268,James_Comer_(politician),Republican,Kentucky,115
1269,Dwight_Evans_(politician),Democratic,Pennsylvania,115
1270,Brad_Schneider,Democratic,Illinois,115
1271,Jodey_Arrington,Republican,Texas,115
1272,Don_Bacon_(politician),Republican,Nebraska,115
1273,Jim_Banks,Republican,Indiana,115
1274,Nanette_Barragán,Democratic,California,115
1275,Jack_Bergman,Republican,Michigan,115
1276,Andy_Biggs,Republican,Arizona,115
1277,Lisa_Blunt_Rochester,Democratic,Delaware,115
1278,Anthony_G._Brown,Democratic,Maryland,115
1279,Ted_Budd,Republican,North Carolina,115
1280,Salud_Carbajal,Democratic,California,115
1281,Liz_Cheney,Republican,Wyoming,115
1282,Lou_Correa,Democratic,California,115
1283,Charlie_Crist,Democratic,Florida,115
1284,Val_Demings,Democratic,Florida,115
1285,Neal_Dunn,Republican,Florida,115
1286,Adriano_Espaillat,Democratic,New York,115
1287,John_Faso,Republican,New York,115
1288,Drew_Ferguson_(politician),Republican,Georgia,115
1289,Brian_Fitzpatrick_(American_politician),Republican,Pennsylvania,115
1290,Matt_Gaetz,Republican,Florida,115
1291,Mike_Gallagher_(American_politician),Republican,Wisconsin,115
1292,Tom_Garrett_(Virginia_politician),Republican,Virginia,115
1293,Vicente_González_(politician),Democratic,Texas,115
1294,Josh_Gottheimer,Democratic,New Jersey,115
1295,Clay_Higgins,Republican,Louisiana,115
1296,Trey_Hollingsworth,Republican,Indiana,115
1297,Pramila_Jayapal,Democratic,Washington,115
1298,Mike_Johnson_(Louisiana_politician),Republican,Louisiana,115
1299,Ro_Khanna,Democratic,California,115
1300,Ruben_Kihuen,Democratic,Nevada,115
1301,Raja_Krishnamoorthi,Democratic,Illinois,115
1302,David_Kustoff,Republican,Tennessee,115
1303,Al_Lawson,Democratic,Florida,115
1304,Jason_Lewis_(Minnesota_politician),Republican,Minnesota,115
1305,Roger_Marshall_(politician),Republican,Kansas,115
1306,Brian_Mast,Republican,Florida,115
1307,Donald_McEachin,Democratic,Virginia,115
1308,Paul_Mitchell_(politician),Republican,Michigan,115
1309,Stephanie_Murphy,Democratic,Florida,115
1310,Tom_O'Halleran,Democratic,Arizona,115
1311,Jimmy_Panetta,Democratic,California,115
1312,Jamie_Raskin,Democratic,Maryland,115
1313,Francis_Rooney,Republican,Florida,115
1314,Jacky_Rosen,Democratic,Nevada,115
1315,John_Rutherford_(Florida_politician),Republican,Florida,115
1316,Lloyd_Smucker,Republican,Pennsylvania,115
1317,Darren_Soto,Democratic,Florida,115
1318,Thomas_Suozzi,Democratic,New York,115
1319,Scott_Taylor_(politician),Republican,Virginia,115
1320,Claudia_Tenney,Republican,New York,115
1321,Ron_Estes,Republican,Kansas,115
1322,Greg_Gianforte,Republican,Montana,115
1323,Jimmy_Gomez,Democratic,California,115
1324,Karen_Handel,Republican,Georgia,115
1325,Ralph_Norman,Republican,South Carolina,115
1326,John_Curtis_(American_politician),Republican,Utah,115
1327,Conor_Lamb,Democratic,Pennsylvania,115
1328,Debbie_Lesko,Republican,Arizona,115
1329,Michael_Cloud,Republican,Texas,115
1330,Troy_Balderson,Republican,Ohio,115
